ID	Property	原文	英訳	絶対時間	Type	RDF用コメント	修正コメント	
123	情報源	警察の発言	Remark by police					
123	hasPredicate	わからない	notUnderstand					
123	Who	モリソン	Morrison		Person			
123	What	124	124					
124	対象文	ナンシィは月曜日の21時15分に不機嫌であった	Nancy was grumpy at 21:15 on Monday.					
124	情報源							
124	hasProperty	不機嫌であった	bad mood					
124	Who	ナンシィ	Nancy		Person			
124	When	月曜日21時15分	21:15 on Monday	1887-07-06T21:15:00				
125	対象文	ホームズは以下を思った	Holmes thought the following.					
125	情報源							
125	hasPredicate	思った	think					
125	Who	ホームズ	Holmes		Person			
125	What	126	126					
126	対象文	以下は事件の重要な事象である	It is an important event of the incident the following.					
126	情報源	125	125					
126	hasPredicate	equalTo	equalTo					
126	Who	"127,128,129"	"127,128,129"					
126	What	事件の重要な事象	important event of incident		Object			
127	対象文	居間の部屋の鍵は誰かに持ち去られた	The key to living room of the room was taken away to someone.					
127	情報源							
127	hasPredicate	持ち去られた	take					
127	Who	居間の部屋の鍵	key of living room		Object		typeはobject？	
127	Whom	誰か	someone		Person	対応	"「に」は不要？
typeはperson？
"	
128	対象文	バークリとナンシィは居間の部屋の鍵を持ち出せない	Berkeley and Nancy can not take out the room room key.					
128	情報源							
128	hasPredicate	持ち出せない	cannotTake					
128	Who	バークリとナンシィ	Berkeley AND Nancy		Person			
128	What	居間の部屋の鍵	key of living room		Object			
129	対象文	第三者は居間の部屋に窓から入った	Third party entered from the window to the room in the living room.					
129	情報源							
129	hasPredicate	入った	enter					
129	Who	誰か	someone		Person			
129	To	居間の部屋	living room		Place			
129	From	窓	window of living room		Object			
130	対象文	ホームズは男と獣の足跡を見つけた	Holmes found the footprints of man and beast.					
130	情報源							
130	hasPredicate	見つけた	find					
130	Who	ホームズ	Holmes		Person			
130	What	男の足跡と獣の足跡	footprint of man AND footprint of beast		Object			
131	対象文	男は庭から居間の部屋に入った	The man entered from the garden to the living room of the room.					
131	情報源							
131	hasPredicate	入った	enter					
131	Who	男	man		Person		踊る人形では「男性」は「male」だったが区別すべき？	
131	From	庭	garden		Place			
131	To	居間の部屋	living room		Place			
133	対象文	男は庭を走った	The man ran the garden.					
133	情報源							
133	hasPredicate	走った	run					
133	Who	男	man		Person		踊る人形では「男性」は「male」だったが区別すべき？	
133	Where	庭	garden		Place			
134	対象文	獣は5つの肉球をもっていた	Beast had five paws.					
134	情報源							
134	hasPredicate	もっていた	have					
134	Who	獣	beast		Animal			
134	What	5つの肉球	5 paws		Object			
135	対象文	獣は長い爪をもっていた	Beast had the long claws.					
135	情報源							
135	hasPredicate	もっていた	have					
135	Who	獣	beast		Animal			
135	What	長い爪	long claws		Object			
136	対象文	獣は15インチの前足と後ろ足の間の長さをもっている	Beast has a length between forefoot and hind 15-inch.					
136	情報源							
136	hasPredicate	もっている	have					
136	Who	獣	beast		Animal			
136	What	15インチの前足と後ろ足の間の長さ	15-inch body		Object			
137	対象文	獣の全長は2フィートである	The total length of the beast is a 2 ft.					
137	情報源							
137	hasPredicate	equalTo	equalTo					
137	Who	獣の全長	total length of beast		Object			
137	What	2フィート	2 feet		Object			
138	対象文	獣の歩幅は3インチである	Stride of the beast is a 3 inches.					
138	情報源							
138	hasPredicate	equalTo	equalTo					
138	Who	獣の歩幅	stride of beast		Object			
138	What	3インチ	3 inches		Object			
139	対象文	獣は長い胴体をもっている	Beast has a long torso.					
139	情報源							
139	hasPredicate	もっている	have					
139	Who	獣	beast		Animal			
139	What	長い胴体	long torso		Object			
140	対象文	獣は短い足をもっている	Beast has a short leg.					
140	情報源							
140	hasPredicate	もっている	have					
140	Who	獣	beast		Animal			
140	What	短い足	short leg		Object			
141	対象文	獣は窓掛けへ上ることができる	Beast is able to climb to the curtain.					
141	情報源							
141	hasPredicate	上ることができる	canClimb					
141	Who	獣	beast		Animal			
141	Where	窓掛け	curtain		Object	対応	「へ」は不要	
143	対象文	獣は肉食である	Beast is a carnivorous.					
143	情報源							
143	hasProperty	肉食である	carnivorous					
143	Who	獣	beast		Animal			
144	対象文	獣は鳥を捕まえようとした	Beast tried to catch the bird.					
144	情報源							
144	hasPredicate	捕まえようとした	try_to_catch			対応	このpredicateはありですか？	
144	Who	獣	beast		Animal		tryでcatch of birdとか？	
144	What	鳥	bird		Animal			
145	対象文	獣は鼬や貂の種類の獣である	Beast is a kind of beast of weasel and marten.					
145	情報源							
145	hasProperty	である						
145	Who	獣	beast		Animal			
145	What	鼬や貂	weasel OR marten		Animal		「や」は分割？ANDとORの区別がつかない？	
146	対象文	獣は鼬や貂より大きい	Beast is greater than the weasel and Sandiaojiao.					
146	情報源							
146	hasProperty	より大きい	larger than				より大きい，はpredicateとしてありですか？	
146	Who	獣	beast		Animal			
146	What	鼬や貂	weasel OR marten		Animal		「や」は分割？ANDとORの区別がつかない？	
147	対象文	獣は事件に関係しているかもしれない	Beast might be related to the incident.					
147	情報源	ホームズの考え	Idea of Holmes					
147	hasPredicate	関係している	relate			対応	mayはありでしたっけ？	
147	Who	獣	beast		Animal			
147	What	事件	incident		Object			
148	対象文	ホームズは以下を思った	Holmes thought the following.					
148	情報源							
148	hasPredicate	思った	think					
148	Who	ホームズ	Holmes		Person			
148	What	149	149					
149	対象文	男は大通りからナンシィとバークリの言い争いを見ていた	The man was watching the bickering of Nancy and Berkeley from the main street.					
149	情報源							
149	hasPredicate	見ていた	see					
149	Who	男	man		Person		踊る人形では「男性」は「male」だったが区別すべき？	
149	Where	大通り	main street		Place			
149	What	86	86					
151	対象文	男は小動物と一緒にいた	The man was with small animals.					
151	情報源							
151	hasPredicate	いた	is				※英語が「空欄」だとエラーが出るので追記（2019/10/26古崎）	
151	Who	男	man		Person		踊る人形では「男性」は「male」だったが区別すべき？	
151	Who	小動物	beast		Animal		英訳：「獣」とは区別なし？	
151	How	一緒に	together					
152	対象文	ホームズは以下を思った	Holmes thought the following.					
152	情報源							
152	hasPredicate	思った	think					
152	Who	ホームズ	Holmes		Person			
152	What	"153,155,156"	"153,155,156"					
153	対象文	男はバークリを殺したかもしれない	The man might have killed Berkeley.					
153	情報源	ホームズの考え	Idea of Holmes					
153	hasPredicate	殺したかもしれない	kill					
153	Who	男	man		Person		踊る人形では「男性」は「male」だったが区別すべき？	
153	Whom	バークリ	Berkeley		Person			
155	対象文	バークリは男に恐怖して卒倒した	Berkeley fainted with fear to the man.					
155	情報源	ホームズの考え	Idea of Holmes					
155	hasPredicate	卒倒した	faint					
155	Who	バークリ	Berkeley		Person			
155	Why	男に恐怖して	fear					
156	対象文	バークリは頭を炉格子に打ったかもしれない	Berkeley might have hit his head on the furnace grid.					
156	情報源	ホームズの考え	Idea of Holmes					
156	hasPredicate	打ったかもしれない	hit					
156	Who	バークリ	Berkeley		Person			
156	What	頭を	head of Berkeley		Object		「を」は不要	
156	Whom	炉格子に	furnace lattice		Object		"typeはobject？
 「に」は不要"	
157	対象文	男は居間の部屋の鍵を持って行った	The man took the key to the living room of the room.					
157	情報源							
157	hasPredicate	持って行った	take					
157	Who	男	man		Person	踊る人形では「男性」は「male」だったが区別すべき？		
157	What	居間の部屋の鍵	key of living room		Object			
158	対象文	月曜日19時30分に、ナンシィは不機嫌ではなかった	"Monday 19:30, Nancy was not grumpy."					
158	情報源							
158	hasProperty	不機嫌ではなかった	not bad mood					
158	Who	ナンシィ	Nancy		Person			
158	When	月曜日19時30分	19:30 on Monday	1887-07-06T19:30:00				
159	対象文	月曜日19時30分に、ナンシィとバークリは仲良かった	"Monday 19:30, Nancy and Berkeley was Nakayoka'."					
159	情報源							
159	hasProperty	仲良かった	close					
159	Who	バークリとナンシィ	Berkeley AND Nancy		Person			
159	When	月曜日19時30分	19:30 on Monday					
160	対象文	月曜日21時15分に、ナンシィはバークリを非難した	"Monday 15 pm 21, Nancy accused Berkeley."					
160	情報源							
160	hasPredicate	非難した	accuse					
160	Who	ナンシィ	Nancy		Person			
160	Whom	バークリ	Berkeley		Person			
160	When	月曜日21時15分	21:15 on Monday	1887-07-06T21:15:00				
161	対象文	月曜日19時30分から21時の間に、ナンシィはバークリを嫌いになった	"From 19:30 to 21:00 on Monday, Nancy came to hate the Berkeley."					
161	情報源							
161	hasPredicate	嫌いになった	hate					
161	Who	ナンシィ	Nancy		Person			
161	What	バークリ	Berkeley		Person			
161	When	月曜日19時30分から21時の間	From 19:30 to 21:00 on Monday					
161	Begin			1887-07-06T19:30:00				
161	End			1887-07-06T21:00:00				
162	対象文	月曜日19時30分から21時の間に、モリソンとナンシィは一緒にいた	"Monday 19 at 30 minutes to 21 o'clock, Morrison and Nancy were together."					
162	情報源							
162	hasPredicate	いた	exist					
162	Who	モリソンとナンシィ	Morrison AND Nancy		Person			
162	How	一緒に	together					
162	When	月曜日19時30分から21時の間	From 19:30 to 21:00 on Monday					
162	Begin			1887-07-06T19:30:00				
162	End			1887-07-06T21:00:00				
163	対象文	モリソンはナンシィの不機嫌の原因を知っている	Morrison knows the moody cause of Nancy.					
163	情報源							
163	hasPredicate	知っている	know					
163	Who	モリソン	Morrison		Person			
163	What	ナンシィの不機嫌の原因	cause of 161				typeはobject？	
164	対象文	ホームズは以下を思った	Holmes thought the following.					
164	情報源							
164	hasPredicate	思った	think					
164	Who	ホームズ	Holmes		Person			
164	What	165	165					
165	対象文	バークリとモリソンは恋愛関係を持たない	Berkeley and Morrison do not have a love relationship.					
165	情報源	ホームズの考え	Idea of Holmes					
165	hasPredicate	持たない	notHave					
165	Who	バークリとモリソン	Berkeley AND Morrison		Person			
165	What	恋愛関係	love relationship		Object			
166	対象文	モリソンは細身である	Morrison is a slender.					
166	情報源							
166	hasProperty	細身である	slender					
166	Who	モリソン	Morrison		Person			
167	対象文	モリソンはブロンドの髪を持っている	Morrison has a hair of blonde.					
167	情報源							
167	hasProperty	ブロンド	blonde					
167	Who	モリソンの髪	hair of Morrison		Object			
168	対象文	モリソンは頭いい	Morrison is smart.					
168	情報源							
168	hasProperty	頭いい	smart					
168	Who	モリソン	Morrison		Person			
169	対象文	モリソンは常識を持つ	Morrison has the common sense.					
169	情報源							
169	hasPredicate	持つ	have					
169	Who	モリソン	Morrison		Person			
169	What	常識	common sense		Object			
170	対象文	ホームズはモリソンから話を聞いた	Holmes heard the story from Morrison.					
170	情報源							
170	hasPredicate	聞いた	hear					
170	Who	ホームズ	Holmes		Person			
170	Whom	モリソン	Morison		Person		英訳をMorrisonに統一	
170	What	話	story		Object			
171	対象文	モリソンは以下を言った	Morrison said the following:.					
171	情報源							
171	hasPredicate	言った	say					
171	Who	モリソン	Morison		Person		英訳をMorrisonに統一	
171	What	"172,173,174,175,177,178,179,180,182,183,184,185,186,187,188,189,191,192,193,194,195,196,197,198,199,200,202,205,207,208,209,210,211"	"172,173,174,175,177,178,179,180,182,183,184,185,186,187,188,189,191,192,193,194,195,196,197,198,199,200,202,205,207,208,209,210,211"					
172	対象文	モリソンはナンシィを助けたい	Morrison want to help Nancy.					
172	情報源	モリソンの発言	Remark by Morrison					
172	hasPredicate	助けたい	want to help					
172	Who	モリソン	Morrison		Person			
172	What	ナンシィ	Nancy		Person			
173	対象文	聖ジョージ組合の会合はワット街の教会で行われた	Meeting of the St. George union took place in Watts Street Church.					
173	情報源	モリソンの発言	Remark by Morrison					
173	hasPredicate	行われた	take place					
173	Who	聖ジョージ組合の会合	meeting of the St. George union		Object			
173	Where	ワット街の教会	Watts Street Church		Place			
174	対象文	モリソンとナンシィは21時15分前にラシーンについた	Morrison and Nancy went to Rasheen before 15 pm on 21.					
174	情報源	モリソンの発言	Remark by Morrison					
174	hasPredicate	ついた	arrive					
174	Who	モリソンとナンシィ	Morrison AND Nancy		Person			
174	When	20:45	20:45					
174	Where	ラシーン	Rasheen		Place			
175	対象文	モリソンとナンシィはワット街からハドソン街を通ってラシーンへ行った	Morrison and Nancy went to Rasheen through the Hudson Street from Watts Street.					
175	情報源	モリソンの発言	Remark by Morrison					
175	hasPredicate	行った	go					
175	Who	モリソンとナンシィ	Morrison AND Nancy		Person			
175	From	ハドソン街	Hudson Street		Place			
175	From	ワット街	Watts Street		Place			
175	To	ラシーン	Rasheen		Place			
177	対象文	ハドソン街は静かな通りである	Hudson Street is a quiet street.					
177	情報源	モリソンの発言	Remark by Morrison					
177	hasProperty	静か	quiet					
177	Who	ハドソン街	Hudson Street		Place			
178	対象文	モリソンとナンシィはハドソン街でヘンリに会った	Morrison and Nancy met Henry Hudson Street.					
178	情報源	モリソンの発言	Remark by Morrison					
178	hasPredicate	会った	meet					
178	Who	モリソンとナンシィ	Morrison AND Nancy		Person			
178	Whom	ヘンリ	Henry		Person			
178	Where	ハドソン街	Hudson Street		Place			
179	対象文	ヘンリは猫背である	Henry is a stoop.					
179	情報源	モリソンの発言	Remark by Morrison					
179	hasProperty	猫背	stoop					
179	Who	ヘンリ	Henry		Person			
180	対象文	ヘンリは箱を持っている	Henry has a box.					
180	情報源	モリソンの発言	Remark by Morrison					
180	hasPredicate	持っている	have					
180	Who	ヘンリ	Henry		Person			
180	What	箱	box		Object			
181	対象文	ヘンリはうつむいていた	Henry was looking down.					
181	情報源	モリソンの発言	Remark by Morrison					
181	hasPredicate	うつむいていた	lookDown					
181	Who	ヘンリ	Henry		Person			
182	対象文	ヘンリは膝をまげていた	Henry was bending the knee.					
182	情報源	モリソンの発言	Remark by Morrison					
182	hasPredicate	まげていた	bend					
182	Who	ヘンリ	Henry		Person			
182	What	膝	knee of Henry		Object			
183	対象文	ヘンリは「ナンシィ!」と叫んだ	Henry cried Nancy.					
183	情報源	モリソンの発言	Remark by Morrison					
183	hasPredicate	叫んだ	shout					
183	Who	ヘンリ	Henry		Person			
183	What	「ナンシィ」	"""Nancy!"""			1	type?	
184	対象文	ナンシィは真っ青だった	Nancy was a deep blue.					
184	情報源	モリソンの発言	Remark by Morrison					
184	hasProperty	真っ青だった	turnPale					
184	Who	ナンシィ	Nancy		Person			
185	対象文	ナンシィは倒れそうになった	Nancy became ramshackle.					
185	情報源	モリソンの発言	Remark by Morrison					
185	hasPredicate	倒れ	fall					
185	Who	ナンシィ	Nancy		Person			
185	How	そうになった	almost					
186	対象文	ヘンリはナンシィを支えた	Henry has supported the Nancy.					
186	情報源	モリソンの発言	Remark by Morrison					
186	hasPredicate	支えた	support					
186	Who	ヘンリ	Henry		Person			
186	What	ナンシィ	Nancy		Person			
187	対象文	ナンシィとヘンリは仲良く話した	Nancy and Henry told friends.					
187	情報源	モリソンの発言	Remark by Morrison					
187	hasPredicate	話した	talk					
187	Who	ナンシィ	Nancy		Person			
187	Who	ヘンリ	Henry		Person			
187	How	仲良く	friendly					
188	対象文	ナンシィの声が震えていた	Voice of Nancy had been trembling.					
188	情報源	モリソンの発言	Remark by Morrison					
188	hasProperty	震えていた	shaky					
188	Who	ナンシィの声	voice of Nancy		Object			
189	対象文	ナンシィは以下を思っていた	Nancy was wondering the following:.					
189	情報源	モリソンの発言	Remark by Morrison					
189	hasPredicate	思っていた	think					
189	Who	ナンシィ	Nancy		Person			
189	What	190	190					
190	対象文	ヘンリは30年前に死んだ	Henry died 30 years ago.					
190	情報源	ナンシィの考え	Idea of Nancy					
190	hasPredicate	死んだ	die					
190	Who	ヘンリ	Henry		Person			
190	When	30年前	30 years ago					
191	対象文	モリソンはヘンリが恐ろしい	Morrison is horrible Henry.					
191	情報源	モリソンの発言	Remark by Morrison					
191	hasPredicate	恐ろしい	scare					
191	Who	モリソン	Morrison		Person			
191	What	ヘンリ	Henry		Person			
192	対象文	ヘンリの顔は黒い	Face of Henry is black.					
192	情報源	モリソンの発言	Remark by Morrison					
192	hasProperty	黒い	black					
192	Who	ヘンリの顔	face of Henry		Object			
193	対象文	ヘンリの目はぎらぎらしている	The eyes of Henry is to scintillate.					
193	情報源	モリソンの発言	Remark by Morrison					
193	hasProperty	ぎらぎらしている	glaringly					
193	Who	ヘンリの目	eye of Henry		Object			
194	対象文	ヘンリの髪は白い	Hair of Henry White.					
194	情報源	モリソンの発言	Remark by Morrison					
194	hasProperty	白い	white					
194	Who	ヘンリの髪	Hair of Henry		Object			
195	対象文	ヘンリの顔はしわを持つ	Face of Henry has wrinkles.					
195	情報源	モリソンの発言	Remark by Morrison					
195	hasPredicate	持つ	have					
195	Who	ヘンリの顔	face of Henry		Object			
195	What	しわ	wrinkle		Object			
196	対象文	ナンシィとヘンリは二人で数分間話した	Nancy and Henry spoke for several minutes with two people.					
196	情報源	モリソンの発言	Remark by Morrison					
196	hasPredicate	話した	talk					
196	Who	ナンシィとヘンリ	Nancy AND Henry		Person	分割して良いのでは？		
196	When	数分間	several minutes					
196	then	198	198					
196	at the same time	197	197					
197	対象文	モリソンは数分間待っていた	Morrison was waiting for a few minutes.					
197	情報源	モリソンの発言	Remark by Morrison					
197	hasPredicate	待っていた	wait					
197	Who	モリソン	Morrison		Person			
197	When	数分間	several minutes					
198	対象文	ナンシィは怒った	Nancy got angry.					
198	情報源	モリソンの発言	Remark by Morrison					
198	hasProperty	怒った	angry					
198	Who	ナンシィ	Nancy		Person			
198	then	200	200					
198	at the same time	199	199					
199	対象文	ヘンリは怒った	Henry was angry.					
199	情報源	モリソンの発言	Remark by Morrison					
199	hasProperty	怒った	angry					
199	Who	ヘンリ	Henry		Person			
200	対象文	ナンシィはモリソンに以下を頼んだ	Nancy asked the following to Morrison.					
200	情報源	モリソンの発言	Remark by Morrison					
200	hasPredicate	頼んだ	ask					
200	Who	ナンシィ	Nancy		Person			
200	Whom	モリソン	Morrison		Person			
200	What	201	201					
201	対象文	モリソンは誰にもヘンリのことを言わない	Morrison do not say that of Henry to anyone.					
201	情報源							
201	hasPredicate	言わない	notTell					
201	Who	モリソン	Morrison		Person			
201	Whom	誰にも	anyone		Person		「にも」は不要？	
201	What	ヘンリのこと	about Henry		Object			
202	対象文	ナンシィは以下を言った	Nancy said the following:.					
202	情報源	モリソンの発言	Remark by Morrison					
202	hasPredicate	言った	say					
202	Who	ナンシィ	Nancy		Person			
202	What	"203,204"	"203,204"					
203	対象文	ナンシィとヘンリは昔なじみである	Nancy and Henry are old friends.					
203	情報源	ナンシィの発言	Remark by Nancy					
203	hasProperty	昔なじみである	old friend					
203	Who	ナンシィとヘンリ	Nancy AND Henry		Person	分割して良いのでは？		
204	対象文	ヘンリは落ちぶれた	Henry came down.					
204	情報源	ナンシィの発言	Remark by Nancy					
204	hasPredicate	落ちぶれた	come down			1	predicateかpropertyか？	
204	Who	ヘンリ	Herny		Person			
205	対象文	モリソンはナンシィに以下を誓った	Morrison vowed following the Nancy.					
205	情報源	モリソンの発言	Remark by Morrison					
205	hasPredicate	誓った	swear					
205	Who	モリソン	Morrison		Person			
205	Whom	ナンシィ	Nancy		Person			
205	What	206	206					
206	対象文	モリソンは誰にもヘンリのことを言わない	Morrison does not say that of Henry to anyone.					
206	情報源	モリソンの発言	Remark by Morrison				2019/8/25古崎が修正（元：205）	
206	hasPredicate	言わない	notSay				"2019/8/25古崎が修正（元：モリソンの発言	Remark by Morrison）"	
206	Who	モリソン	Morrison		Person			
206	Whom	誰にも	anyone		Person		anyone必要かな？	
206	What	ヘンリのこと	about Henry		Object		のこと，aboutはどう表現するか？	
207	対象文	ナンシィはモリソンに接吻した	Nancy was kissed Morrison.					
207	情報源	モリソンの発言	Remark by Morrison					
207	hasPredicate	接吻した	kiss					
207	Who	ナンシィ	Nancy		Person			
207	Whom	モリソン	Morrison		Person			
208	対象文	月曜日21時15分から、モリソンはナンシィに会っていない	"Monday minutes to 21 o'clock 15, Morrison is not met Nancy."					
208	情報源	モリソンの発言	Remark by Morrison					
208	hasPredicate	会っていない	notMeet					
208	Who	モリソン	Morrison		Person			
208	Whom	ナンシィ	Nancy		Person			
208	When	月曜日21時15分から	1887-07-06T21:15:00 ~					
209	対象文	モリソンは警察に嘘を言った	Morrison told a lie to the police.					
209	情報源	モリソンの発言	Remark by Morrison					
209	hasPredicate	言った	tell					
209	Who	モリソン	Morrison		Person			
209	Whom	警察	police		Person			
209	What	嘘	lie		Object			
210	対象文	モリソンはホームズに真実を言った	Morrison told the truth to Holmes.					
210	情報源	モリソンの発言	Remark by Morrison					
210	hasPredicate	言った	tell					
210	Who	モリソン	Morrison		Person			
210	Whom	ホームズ	Holmes		Person			
210	What	真実	truth		Object			
210	because	211	211					
211	対象文	モリソンはナンシィを助けたい	Morrison want to help Nancy.					
211	情報源	モリソンの発言	Remark by Morrison					
211	hasPredicate	助けたい	want to help					
211	Who	モリソン	Morrison		Person			
211	Whom	ナンシィ	Nancy		Person			
212	対象文	ホームズは水曜日の夜にヘンリの家を見つけた	Holmes found a home of Henry on Wednesday night.					
212	情報源							
212	hasPredicate	見つけた	find					
212	Who	ホームズ	Holmes		Person			
212	What	ヘンリの家	house of Henry		Place			
212	When	水曜日の夜	Wednesday night	1887-07-08T21:00:00				
213	対象文	ヘンリは金曜日からハドソン街の下宿に住んでいる	Henry has been living in Hudson Town's lodging since Friday				上とのつながりから，ヘンリの家はハドソン街にある，とか？	
213	情報源							
213	hasPredicate	住んでいる	live					
213	Who	ヘンリ	Henry		Person			
213	Where	ハドソン街の下宿	lodge of Hudson street		Place			
213	When	金曜日	Friday					
214	対象文	大家の女は以下を言った	Woman of the landlord said the following:.					
214	情報源							
214	hasPredicate	言った	tell					
214	Who	大家の女	owner of lodge of Hudson street		Person		owner of Henry houseとか？	
214	What	"215,216,217,218,220,221,222,223,224"	"215,216,217,218,220,221,222,223,224"					
215	対象文	ヘンリは手品師と芸人をしている	Henry is a magician and entertainer.					
215	情報源	大家の女の発言	Remark by owner of lodge of Hudson street					
215	hasProperty	手品師と芸人	magician AND entertainer				equalToで結んでは？	
215	Who	ヘンリ	Henry		Person			
216	対象文	ヘンリは兵士の食堂で余興をする	Henry is a sideshow at the soldiers of the dining room.					
216	情報源	大家の女の発言	Remark by owner of lodge of Hudson street					
216	hasPredicate	する	do				perform？	
216	Who	ヘンリ	Henry		Person			
216	Where	兵士の食堂	dining room of lodge		Place			
216	What	余興	performance		Object		magician AND entertainer？	
217	対象文	ヘンリは獣を飼っている	Henry keeps a beast.					
217	情報源	大家の女の発言	Remark by owner of lodge of Hudson street					
217	hasPredicate	飼っている	keep					
217	Who	ヘンリ	Henry		Person			
217	What	獣	beast		Animal			
218	対象文	大家の女は獣を見ていない	Woman of the landlord have not seen the beast.					
218	情報源	大家の女の発言	Remark by owner of lodge of Hudson street					
218	hasPredicate	見ていない	notSee					
218	Who	大家の女	owner of lodge of Hudson street		Person		上と同じ	
218	What	獣	beast		Animal			
220	対象文	ヘンリは箱に獣を入れている	Henry has put the beast in a box.					
220	情報源	大家の女の発言	Remark by owner of lodge of Hudson street					
220	hasPredicate	入れている	put				keepかな？	
220	Who	ヘンリ	Henry		Person			
220	To	箱	box		Object			
220	What	獣	beast		Animal			
221	対象文	ヘンリは手品の時に獣を使う	Henry use the beast at the time of magic.					
221	情報源	大家の女の発言	Remark by owner of lodge of Hudson street					
221	hasPredicate	使う	use					
221	Who	ヘンリ	Henry		Person			
221	What	獣	beast		Animal			
221	When	手品の時	magic					
222	対象文	ヘンリの身体は曲がっている	Henry's body is bent.					
222	情報源	大家の女の発言	Remark by owner of lodge of Hudson street					
222	hasProperty	曲がっている	bent					
222	Who	ヘンリの身体	body of Henry		Object			
223	対象文	ヘンリは時々、変な言葉を話す	"Henry sometimes, speaking a strange word."					
223	情報源	大家の女の発言	Remark by owner of lodge of Hudson street					
223	hasPredicate	話す	speak					
223	Who	ヘンリ	Henry		Person			
223	What	変な言葉	strange word		Object			
223	When	時々	sometimes					
224	対象文	ヘンリは月曜日の夜と火曜日の夜に寝室で唸ったり泣いたりしていた	Henry had been crying or growled in the bedroom on the night of Monday night and Tuesday.					
224	情報源	大家の女の発言	Remark by owner of lodge of Hudson street					
224	hasPredicate	唸ったり泣いたりしていた	cry					
224	Who	ヘンリ	Henry		Person			
224	Where	寝室	bedroom		Place			
224	When	月曜日の夜と火曜日の夜	Monday night AND Tuesday night	1887-07-06T21:00:00				
224	When	月曜日の夜と火曜日の夜	Monday night AND Tuesday night	1887-07-07T21:00:00				
226	対象文	ヘンリは大家の女にインドのルピーを渡した	Henry handed the Indian rupee to the woman of the landlord.					
226	情報源							
226	hasPredicate	渡した	give					
226	Who	ヘンリ	Henry		Person			
226	Whom	大家の女	owner of lodge of Hudson street		Person			
226	What	インドのルピー	Indian rupee		Object			
227	対象文	ホームズは以下を思った	Holmes thought the following.					
227	情報源							
227	hasPredicate	思った	think					
227	Who	ホームズ	Holmes		Person			
227	What	"228,229,231,232,233"	"228,229,231,232,233"					
228	対象文	ヘンリはモリソンとナンシィに付いていった	Henry went with Morrison and Nancy.					
228	情報源	ホームズの考え	Idea of Holmes					
228	hasPredicate	付いていった	follow					
228	Who	ヘンリ	Henry		Person			
228	Whom	モリソンとナンシィ	Morrison AND Nancy		Person			
229	対象文	ヘンリは大通りでナンシィとバークリの言い争いを見た	Henry saw the bickering of Nancy and Berkeley in the main street.					
229	情報源	ホームズの考え	Idea of Holmes					
229	hasPredicate	見た	see					
229	Who	ヘンリ	Henry		Person			
229	Where	大通り	main street		Place			
229	What	81	81					
231	対象文	ヘンリは居間の部屋へ入った	Henry went to the living room of the room.					
231	情報源	ホームズの考え	Idea of Holmes					
231	hasPredicate	入った	enter					
231	Who	ヘンリ	Henry		Person			
231	To	居間の部屋	living room		Place			
232	対象文	ヘンリは獣を箱で運んできた	Henry've been carrying a beast in the box.					
232	情報源	ホームズの考え	Idea of Holmes					
232	hasPredicate	運んできた	carry					
232	Who	ヘンリ	Henry		Person			
232	What	獣	beast		Animal			
232	How	箱で	box					
233	対象文	獣が逃げた	Beast ran away.					
233	情報源	ホームズの考え	Idea of Holmes					
233	hasPredicate	逃げた	flee					
233	Who	獣	beast		Animal			
234	対象文	ホームズはヘンリから話を聞く	Holmes hear from Henry.					
234	情報源							
234	hasPredicate	聞く	hear					
234	Who	ホームズ	Holmes		Person			
234	Whom	ヘンリ	Henry		Person			
234	What	話	story		Object			
235	対象文	ワトソンはヘンリとホームズの立会人になる	Watson is the witness of Henry Holmes.					
235	情報源							
235	hasPredicate	なる	become					
235	Who	ワトソン	Watson		Person			
235	What	ヘンリとホームズの立会人	witness of Henry AND witness of Holmes		Person		具体的な名前がないか要確認	
236	対象文	シンプソンはベイカー街少年団の一人である	Simpson is one of the Baker Street Boy Scouts.					
236	情報源							
236	hasProperty	少年団の一人	boy scout		Person		where ベイカー街では？(of を減らしてはどうか？）	
236	Who	シンプソン	Simpson		Person			
236	Where	ベイカー街	Baker Street		Place			
237	対象文	ホームズはシンプソンにヘンリを監視させた	Holmes let simpson to monitor Henri.				2文に分けてはどうか？ホームズ命じた，シンプソン監視した	
237	情報源							
237	hasPredicate	させた	let					
237	Who	ホームズ	Holmes		Person			
237	Whom	シンプソン	Simpson		Person			
237	What	ヘンリを監視すること	monitoring Henri		Object			
238	対象文	ホームズは木曜日にハドソン街でシンプソンに会う	Holmes meet in Simpson Hudson Street on Thursday.					
238	情報源							
238	hasPredicate	会う	meet					
238	Who	ホームズ	Holmes		Person			
238	Whom	シンプソン	Simpson		Person			
238	Where	ハドソン街	Hudson street		Place			
238	When	木曜日	Thursday	1887-07-09				
239	対象文	ホームズとワトソンは木曜日にハドソン街についた	Holmes and Watson went to Hudson Street on Thursday.					
239	情報源							
239	hasPredicate	ついた	go					
239	Who	ホームズとワトソン	Holmes AND Watson		Person			
239	Where	ハドソン街	Hudson street		Place			
239	When	木曜日	Thursday	1887-07-09				
240	対象文	ホームズとワトソンはヘンリに会った	Holmes and Watson met Henry.					
240	情報源							
240	hasPredicate	会った	meet					
240	Who	ホームズとワトソン	Holmes AND Watson		Person			
240	Whom	ヘンリ	Henry		Person			
