ID	Property	原文	正誤判定	正解Propertyの詳細	場面内の主語	場面内の述語	場面内の目的語
112	Who	ランダル老人	True		〇	×	無
112	hasPredicate	力の強い男	False		〇	×	無
113	対象文	レディー・ブラックンストールは人相を言わなかった			〇	〇	×
113	Who	レディー・ブラックンストール	True		〇	〇	×
113	hasPredicate	言わなかった	True	hasPredicate	〇	〇	×
113	Obj	人相	False	判別不能	〇	〇	×
114	対象文	犯人はサー・ユースタス・ブラックンストールを黙らせた			×	〇	〇
114	Who	犯人	False		×	〇	〇
114	hasPredicate	黙らせた	True	hasPredicate	×	〇	〇
114	Obj	サー・ユースタス・ブラックンストール	True	What	×	〇	〇
115	対象文	犯人はレディー・ブラックンストールをサー・ユースタス・ブラックンストールのように黙らせなかった			×	×	〇
115	Who	犯人	False		×	×	〇
115	hasPredicate	サー・ユースタス・ブラックンストールのように黙らせなかった	False		×	×	〇
115	Obj	レディー・ブラックンストール	True	What	×	×	〇
116	対象文	男たちはレディー・ブラックンストールが気絶から回復したことに気づかなかった			〇	〇	×
116	Who	男たち	True		〇	〇	×
116	hasPredicate	気づかなかった	True	hasPredicate	〇	〇	×
116	Obj	レディー・ブラックンストールが気絶	False	判別不能	〇	〇	×
116	Obj	回復したこと	False	判別不能	〇	〇	×
117	対象文	人間の意識がない			×	〇	無
117	Who	人間の意識	False		×	〇	無
117	hasPredicate	ない	True	hasPredicate	×	〇	無
118	対象文	男たちは意識がない人の命は取らなかった			×	×	無
118	Who	男たち意識がない人の命	False		×	×	無
118	hasPredicate	取らなかった	False		×	×	無
119	対象文	サー・ユースタス・ブラックンストールはしらふの時は優しい			〇	〇	〇
119	Who	サー・ユースタス・ブラックンストール	True		〇	〇	〇
119	hasPredicate	優しい	True	hasProperty	〇	〇	〇
119	Obj	しらふの時	True	When	〇	〇	〇
120	対象文	サー・ユースタス・ブラックンストールは酔っぱらっている			〇	〇	無
120	Who	サー・ユースタス・ブラックンストール	True		〇	〇	無
120	hasPredicate	酔っぱらっている	True	hasProperty	〇	〇	無
121	対象文	サー・ユースタス・ブラックンストールは酔っ払い加減の時は鬼のようだった			〇	〇	×
121	Who	サー・ユースタス・ブラックンストール	True		〇	〇	×
121	hasPredicate	鬼のようだった	True	hasProperty	〇	〇	×
121	Obj	酔っ払い加減の時	False	判別不能	〇	〇	×
122	対象文	サー・ユースタス・ブラックンストールは一度や二度警察の世話になるところだった			〇	×	無
122	Who	サー・ユースタス・ブラックンストール	True		〇	×	無
122	hasPredicate	一度や二度警察の世話になるところだった	False		〇	×	無
123	対象文	サー・ユースタス・ブラックンストールはレディー・ブラックンストールの犬に石油をかけた			〇	〇	〇
123	Who	サー・ユースタス・ブラックンストール	True		〇	〇	〇
123	hasPredicate	かけた	True	hasPredicate	〇	〇	〇
123	Obj	レディー・ブラックンストールの犬	True	To	〇	〇	〇
123	Obj	石油	True	What	〇	〇	〇
124	対象文	サー・ユースタス・ブラックンストールはレディー・ブラックンストールの犬に石油をかけ火をつけた			〇	×	×
124	Who	サー・ユースタス・ブラックンストール	True		〇	×	×
124	hasPredicate	レディー・ブラックンストールの犬に石油をかけ火をつけた	False		〇	×	×
124	Obj	火	False	判別不能	〇	×	×
125	対象文	サー・ユースタス・ブラックンストールはテリーサにデカンターを投げつけた			〇	〇	〇
125	Who	サー・ユースタス・ブラックンストール	True		〇	〇	〇
125	hasPredicate	投げつけた	True	hasPredicate	〇	〇	〇
125	Obj	テリーサ	True	To	〇	〇	〇
125	Obj	デカンター	True	What	〇	〇	〇
126	対象文	レディー・ブラックンストールは赤い紐で縛られていた			〇	〇	〇
126	Who	レディー・ブラックンストール	True		〇	〇	〇
126	hasPredicate	縛られていた	True	hasPredicate	〇	〇	〇
126	Obj	赤い紐	True	What	〇	〇	〇
127	対象文	ホームズはレディー・ブラックンストールが括り付けられていた赤い紐の結び目を注意深く調べた			〇	×	×
127	Who	ホームズ	True		〇	×	×
127	hasPredicate	注意深く調べた	False		〇	×	×
127	Obj	レディー・ブラックンストールが括り付けられていた赤い紐の結び目	False	判別不能	〇	×	×
128	対象文	ホームズはちぎれほつれた端を慎重に検査した			〇	×	×
128	Who	ホームズ	True		〇	×	×
128	hasPredicate	慎重に検査した	False		〇	×	×
128	Obj	ちぎれほつれた端	False	判別不能	〇	×	×
129	対象文	強盗は赤い紐を引き下ろした			〇	〇	〇
129	Who	強盗	True		〇	〇	〇
129	hasPredicate	引き下ろした	True	hasPredicate	〇	〇	〇
129	Obj	赤い紐	True	What	〇	〇	〇
130	対象文	赤い紐が引き下ろしたとき調理場のベルが鳴ったに違いない			×	×	×
130	Who	調理場のベル	False		×	×	×
130	hasPredicate	鳴ったに違いない	False		×	×	×
130	Obj	赤い紐が引き下ろしたとき	False	判別不能	×	×	×
131	対象文	ベルの音は誰にも聞こえなかった			〇	〇	×
131	Who	ベルの音	True		〇	〇	×
131	hasPredicate	聞こえなかった	True	hasPredicate	〇	〇	×
131	Obj	誰に	False	判別不能	〇	〇	×
132	対象文	犯人はこの家と習慣を知っていた			〇	〇	×
132	Who	犯人	True		〇	〇	×
132	hasPredicate	知っていた	True	hasPredicate	〇	〇	×
132	Obj	この家	False	判別不能	〇	〇	×
132	Obj	習慣	False	判別不能	〇	〇	×
133	対象文	召使は比較的早い時間に休む			〇	〇	〇
133	Who	召使	True		〇	〇	〇
133	hasPredicate	休む	True	hasPredicate	〇	〇	〇
133	Obj	比較的早い時間	True	When	〇	〇	〇
134	対象文	調理場のベルが鳴っても誰にも聞こえない			×	×	×
134	Who		False		×	×	×
134	hasPredicate	調理場のベルが鳴っても誰にも聞こえない	False		×	×	×
134	Obj	誰に	False	判別不能	×	×	×
135	対象文	犯人は召使の一人と結託している			〇	〇	×
135	Who	犯人	True		〇	〇	×
135	hasPredicate	結託している	True	hasPredicate	〇	〇	×
135	Obj	召使の一人	False	判別不能	〇	〇	×
136	対象文	八人の召使は申し分ない			〇	〇	無
136	Who	八人の召使	True		〇	〇	無
136	hasPredicate	申し分ない	True	hasProperty	〇	〇	無
137	対象文	サー・ユースタス・ブラックンストールにデカンターを投げつけられたテリーサが疑わしい			×	〇	無
137	Who	サー・ユースタス・ブラックンストールにデカンターを投げつけられたテリーサ	False		×	〇	無
137	hasPredicate	疑わしい	True	hasPredicate	×	〇	無
138	対象文	事件時マントルピースのろうそくがついていた			×	〇	×
138	Who	マントルピースのろうそく	False		×	〇	×
138	hasPredicate	ついていた	True	hasPredicate	×	〇	×
138	Obj	事件時	False	判別不能	×	〇	×
139	対象文	レディー・ブラックンストールは寝室のろうそくを持っていた			〇	〇	×
139	Who	レディー・ブラックンストール	True		〇	〇	×
139	hasPredicate	持っていた	True	hasPredicate	〇	〇	×
139	Obj	寝室のろうそく	False	判別不能	〇	〇	×
140	対象文	犯人はマントルピースのろうそくと寝室用のろうそくで勝手がわかった			〇	〇	×
140	Who	犯人	True		〇	〇	×
140	hasPredicate	勝手がわかった	True	hasPredicate	〇	〇	×
140	Obj	マントルピースのろうそく	False	判別不能	〇	〇	×
140	Obj	寝室用のろうそく	False	判別不能	〇	〇	×
141	対象文	犯人はサイドボードから皿を六点盗った			〇	〇	△
141	Who	犯人	True		〇	〇	△
141	hasPredicate	盗った	True	hasPredicate	〇	〇	△
141	Obj	サイドボード	True	Where	〇	〇	△
141	Obj	皿	False	判別不能	〇	〇	△
141	Obj	六点	False	判別不能	〇	〇	△
142	対象文	男たちはサー・ユースタス・ブラックンストールの死に動揺した			〇	〇	×
142	Who	男たち	True		〇	〇	×
142	hasPredicate	動揺した	True	hasPredicate	〇	〇	×
142	Obj	サー・ユースタス・ブラックンストールの死	False	判別不能	〇	〇	×
143	対象文	男たちはあまりあさり回らなかった			〇	〇	無
143	Who	男たち	True		〇	〇	無
143	hasPredicate	あまりあさり回らなかった	True	hasPredicate	〇	〇	無
144	対象文	犯人は神経を落ち着かせるためにワインをいくらか飲んだ			×	×	〇
144	Who	犯人	False		×	×	〇
144	hasPredicate	神経を落ち着かせるためにワインをいくらか飲んだ	False		×	×	〇
144	Obj	ワイン	True	What	×	×	〇
145	対象文	三つのグラスがかたまって置かれそのすべてにワインの色がついていた			×	〇	×
145	Who	ワインの色	False		×	〇	×
145	hasPredicate	ついていた	True	hasProperty	×	〇	×
145	Obj	三つのグラスがかたまって置かれそのすべて	False	判別不能	×	〇	×
146	対象文	ひとつのグラスにはオリのカスがいくらか入っていた			×	×	×
146	Who	オリのカス	False		×	×	×
146	hasPredicate	いくらか入っていた	False		×	×	×
146	Obj	ひとつのグラスに	False	判別不能	×	×	×
147	対象文	三つのグラスの近くに三分の二ほど入った瓶が立っている			〇	〇	×
147	Who	三分の二ほど入った瓶	True		〇	〇	×
147	hasPredicate	立っている	True	hasPredicate	〇	〇	×
147	Obj	三つのグラスの近く	False	判別不能	〇	〇	×
148	対象文	瓶のそばに長い、濃く染まったコルクがあった			×	〇	×
148	Who	長い、濃く染まったコルク	False		×	〇	×
148	hasPredicate	あった	True	hasPredicate	×	〇	×
148	Obj	瓶のそば	False	判別不能	×	〇	×
149	対象文	ワインは外観と瓶の上のほこりから並みのヴィンテージではない			〇	×	無
149	Who	ワイン	True		〇	×	無
149	hasPredicate	外観と瓶の上のほこりから並みのヴィンテージではない	False		〇	×	無
150	対象文	レディー・ブラックンストールはワインが開けられたとき意識を失っていた			〇	×	×
150	Who	レディー・ブラックンストール	True		〇	×	×
150	hasPredicate	失っていた	False		〇	×	×
150	Obj	ワインが開けられたとき	False	判別不能	〇	×	×
150	Obj	意識	False	判別不能	〇	×	×
151	対象文	栓抜きはコルクを抜き取るため3回打ち込まれた			〇	〇	×
151	Who	栓抜き	True		〇	〇	×
151	hasPredicate	打ち込まれた	True	hasPredicate	〇	〇	×
151	Obj	コルクを抜き取るため	False	判別不能	〇	〇	×
151	Obj	3回	False	判別不能	〇	〇	×
152	対象文	瓶を開けたのは大きなコルク抜きではなく携帯用の栓抜きだった			×	×	無
152	Who	瓶を開けたの	False		×	×	無
152	hasPredicate	瓶を開けたのは大きなコルク抜きではなく携帯用の栓抜きだった	False		×	×	無
153	対象文	犯人は万能ナイフを持っている			〇	〇	〇
153	Who	犯人	True		〇	〇	〇
153	hasPredicate	持っている	True	hasPredicate	〇	〇	〇
153	Obj	万能ナイフ	True	What	〇	〇	〇
154	対象文	レディー・ブラックンストールは確かに男たちが飲むところを見た			〇	×	×
154	Who	レディー・ブラックンストール	True		〇	×	×
154	hasPredicate	確かに男たちが飲むところを見た	False		〇	×	×
154	Obj	男たちが飲むところ	False	判別不能	〇	×	×
155	対象文	ランダルが逮捕され進展があればホームズに知らせてほしい			×	×	×
155	Who		False		×	×	×
155	hasPredicate	ランダルが逮捕され進展があればホームズに知らせてほしい	False		×	×	×
155	Obj	ホームズ	False	判別不能	×	×	×
156	対象文	帰途につき、ホームズはひどく悩んでいた			〇	〇	×
156	Who	ホームズ	True		〇	〇	×
156	hasPredicate	ひどく悩んでいた	True	hasProperty	〇	〇	×
156	Obj	帰途につき、	False	判別不能	〇	〇	×
157	対象文	ホームズの思いが再びアビ屋敷のダイニングルームへと戻った			〇	×	×
157	Who	ホームズの思い	True		〇	×	×
157	hasPredicate	再びアビ屋敷のダイニングルームへと戻った	False		〇	×	×
157	Obj	アビ屋敷のダイニングルームへ	False	判別不能	〇	×	×
158	対象文	ホームズは列車からホームに飛び降りた			〇	〇	△
158	Who	ホームズ	True		〇	〇	△
158	hasPredicate	飛び降りた	True	hasPredicate	〇	〇	△
158	Obj	列車	False	判別不能	〇	〇	△
158	Obj	ホーム	True	Where	〇	〇	△
159	対象文	ホームズはワトソンを引っ張り出した			〇	〇	〇
159	Who	ホームズ	True		〇	〇	〇
159	hasPredicate	引っ張り出した	True	hasPredicate	〇	〇	〇
159	Obj	ワトソン	True	What	〇	〇	〇
160	対象文	レディー・ブラックンストールの話は完璧			〇	〇	無
160	Who	レディー・ブラックンストールの話	True		〇	〇	無
160	hasPredicate	完璧	True	hasProperty	〇	〇	無
161	対象文	テリーサの裏書は十分			〇	〇	無
161	Who	テリーサの裏書	True		〇	〇	無
161	hasPredicate	十分	True	hasProperty	〇	〇	無
162	対象文	みんな間違っている			×	×	無
162	Who		False		×	×	無
162	hasPredicate	みんな間違っている	False		×	×	無
163	対象文	テリーサやレディー・ブラックンストールの言うことは真実である			×	×	無
163	Who	テリーサ	True		×	×	無
163	Who	レディー・ブラックンストールの言うこと	False		×	×	無
163	hasPredicate	真実である	False		×	×	無
164	対象文	テリーサやレディー・ブラックンストールの言うことは真実であるという考えを頭から払いのける必要がある			×	×	無
164	Who	テリーサ	False		×	×	無
164	Who	レディー・ブラックンストールの言うことは真実である	False		×	×	無
164	Who	いう考えを頭から払いのける必要	False		×	×	無
164	hasPredicate	ある	False		×	×	無
165	対象文	ルイシャムの夜盗団は2週間前シドナムで相当の獲物を獲た			〇	×	△
165	Who	ルイシャムの夜盗団	True		〇	×	△
165	hasPredicate	2週間前シドナムで相当の獲物を獲た	False		〇	×	△
165	Obj	シドナム	True	Where	〇	×	△
165	Obj	相当の獲物	False	判別不能	〇	×	△
166	対象文	ルイシャムの夜盗団やその風体についての記事が新聞に載った			×	〇	〇
166	Who	ルイシャムの夜盗団	True		×	〇	〇
166	Who	その風体についての記事	False		×	〇	〇
166	hasPredicate	載った	True	hasProperty	×	〇	〇
166	Obj	新聞	True	How	×	〇	〇
167	対象文	架空の泥棒が役割を演じている			〇	〇	×
167	Who	架空の泥棒	True		〇	〇	×
167	hasPredicate	演じている	True	hasPredicate	〇	〇	×
167	Obj	役割	False	判別不能	〇	〇	×
168	対象文	架空の泥棒が役割を演じる話をでっち上げられる			×	〇	×
168	Who		False		×	〇	×
168	hasPredicate	でっち上げられる	True	hasPredicate	×	〇	×
168	Obj	架空の泥棒が役割を演じる話	False	判別不能	×	〇	×
169	対象文	夜盗団は普通うまく一働きしたら喜んで静かに上がりを楽しむ			〇	×	×
169	Who	夜盗団	True		〇	×	×
169	hasPredicate	普通うまく一働きしたら喜んで静かに上がりを楽しむ	False		〇	×	×
169	Obj	上がり	False	判別不能	〇	×	×
170	対象文	夜盗団がそんなに早い時間に仕事をするのは異常			×	×	無
170	Who	夜盗団がそんなに早い時間に仕事をするの	False		×	×	無
170	hasPredicate	夜盗団がそんなに早い時間に仕事をするのは異常	False		×	×	無
171	対象文	レディー・ブラックンストールが叫び声をあげるのを防ぐために殴るのも異常			×	〇	×
171	Who		False		×	〇	×
171	hasPredicate	異常	True	hasProperty	×	〇	×
171	Obj	レディー・ブラックンストールが叫び声をあげるのを防ぐために殴るの	False	判別不能	×	〇	×
172	対象文	殴られるとむしろ叫ぶ			×	×	無
172	Who		False		×	×	無
172	hasPredicate	殴られるとむしろ叫ぶ	False		×	×	無
173	対象文	ルイシャム夜盗団は三人いる			〇	×	×
173	Who	ルイシャム夜盗団	True		〇	×	×
173	hasPredicate	いる	False		〇	×	×
173	Obj	三人	False	判別不能	〇	×	×
174	対象文	男一人を抑え込むためだけに人を殺すことは異常			×	〇	無
174	Who	男一人を抑え込むためだけに人を殺すこと	False		×	〇	無
174	hasPredicate	異常	True	hasProperty	×	〇	無
175	対象文	夜盗がまだたくさんのものに手が届くのに略奪を甘んじるのは異常			×	×	無
175	Who	夜盗がまだたくさんのものに手が届くのに略奪を甘んじるの	False		×	×	無
175	hasPredicate	夜盗がまだたくさんのものに手が届くのに略奪を甘んじるのは異常	False		×	×	無
176	対象文	ボトルを半分残すのは異常			×	×	無
176	Who	ボトルを半分残すの	False		×	×	無
176	hasPredicate	ボトルを半分残すのは異常	False		×	×	無
177	対象文	レディー・ブラックンストールが椅子に縛り付けられていたことのほうが異常			×	〇	無
177	Who	レディー・ブラックンストールが椅子に縛り付けられていたことのほう	False		×	〇	無
177	hasPredicate	異常	True	hasProperty	×	〇	無
178	対象文	レディー・ブラックンストールはルイシャム夜盗団を通報する			〇	〇	〇
178	Who	レディー・ブラックンストール	True		〇	〇	〇
178	hasPredicate	通報する	True	hasPredicate	〇	〇	〇
178	Obj	ルイシャム夜盗団	True	What	〇	〇	〇
179	対象文	レディー・ブラックンストールを殺すか動けなくする必要があった			×	×	無
179	Who	レディー・ブラックンストールを殺すか動けなくする必要	False		×	×	無
179	hasPredicate	あった	False		×	×	無
180	対象文	瓶はいっぱいで最初の二つのワイングラスがきれい			×	×	無
180	Who	最初の二つのワイングラス	False		×	×	無
180	hasPredicate	瓶はいっぱいで最初の二つのワイングラスがきれい	False		×	×	無
181	対象文	三つ目のワイングラスにオリがいっぱい入っていた			×	×	×
181	Who	オリ	False		×	×	×
181	hasPredicate	いっぱい入っていた	False		×	×	×
181	Obj	三つ目のワイングラス	False	判別不能	×	×	×
182	対象文	犯人は二つ目のグラスを満たした			〇	〇	×
182	Who	犯人	True		〇	〇	×
182	hasPredicate	満たした	True	hasPredicate	〇	〇	×
182	Obj	二つ目のグラス	False	判別不能	〇	〇	×
183	対象文	二つ目のグラスを満たしてから瓶を激しく振った			×	×	×
183	Who		False		×	×	×
183	hasPredicate	二つ目のグラスを満たしてから瓶を激しく振った	False		×	×	×
183	Obj	瓶	False	判別不能	×	×	×
184	対象文	グラスは二つだけ使われそれぞれのカスが三つ目のグラスに注がれた			×	×	×
184	Who	グラス	False		×	×	×
184	hasPredicate	グラスは二つだけ使われそれぞれのカスが三つ目のグラスに注がれた	False		×	×	×
184	Obj	三つ目のグラス	False	判別不能	×	×	×
185	対象文	犯人は三人の人物がそこにいたという印象を与えた			〇	〇	×
185	Who	犯人	True		〇	〇	×
185	hasPredicate	与えた	True	hasPredicate	〇	〇	×
185	Obj	三人の人物がそこにいた	False	判別不能	〇	〇	×
185	Obj	いう印象	False	判別不能	〇	〇	×
186	対象文	レディー・ブラックンストールとテリーサは故意にホームズとワトソンに嘘をついた			〇	×	△
186	Who	レディー・ブラックンストール	True		〇	×	△
186	Who	テリーサ	True		〇	×	△
186	hasPredicate	故意にホームズとワトソンに嘘をついた	False		〇	×	△
186	Obj	ホームズ	True	情報源	〇	×	△
186	Obj	ワトソン	False	判別不能	〇	×	△
186	Obj	嘘	False	判別不能	〇	×	△
187	対象文	レディー・ブラックンストールとテリーサの話は一言として信じられない			×	〇	×
187	Who	レディー・ブラックンストール	True		×	〇	×
187	Who	テリーサの話	False		×	〇	×
187	hasPredicate	信じられない	True	hasProperty	×	〇	×
187	Obj	一言	False	判別不能	×	〇	×
187	Obj	して	False	判別不能	×	〇	×
188	対象文	ホームズとワトソンはアビ屋敷に戻ってきた			〇	×	無
188	Who	ホームズ	True		〇	×	無
188	Who	ワトソン	True		〇	×	無
188	hasPredicate	アビ屋敷に戻ってきた	False		〇	×	無
189	対象文	アビ屋敷の住人はホームズとワトソンが戻ってきたことにひどく驚いた			×	〇	×
189	Who		False		×	〇	×
189	hasPredicate	ひどく驚いた	True	hasProperty	×	〇	×
189	Obj	アビ屋敷の住人はホームズ	False	判別不能	×	〇	×
189	Obj	ワトソンが戻ってきたこと	False	判別不能	×	〇	×
190	対象文	ホームズはダイニングルームを占領し二時間調査に専心した			×	×	×
190	Who		False		×	×	×
190	hasPredicate	ホームズはダイニングルームを占領し二時間調査に専心した	False		×	×	×
190	Obj	二時間	False	判別不能	×	×	×
190	Obj	調査	False	判別不能	×	×	×
191	対象文	ホームズはがっしりしたマントルピースの上に上った			〇	〇	×
191	Who	ホームズ	True		〇	〇	×
191	hasPredicate	上った	True	hasPredicate	〇	〇	×
191	Obj	がっしりしたマントルピースの上	False	判別不能	〇	〇	×
192	対象文	ホームズは針金についている赤い紐に近寄りたい			〇	〇	×
192	Who	ホームズ	True		〇	〇	×
192	hasPredicate	近寄りたい	True	hasPredicate	〇	〇	×
192	Obj	針金についている赤い紐	False	判別不能	〇	〇	×
193	対象文	針金についている赤い紐に近寄るためランプを取り付ける壁の木製のブラケットにひざを乗せた			×	〇	△
193	Who		False		×	〇	△
193	hasPredicate	乗せた	True	hasPredicate	×	〇	△
193	Obj	針金についている赤い紐に近寄るためランプを取り付ける壁の木製のブラケット	False	判別不能	×	〇	△
193	Obj	ひざ	True	Where	×	〇	△
194	対象文	ブラケットはホームズの注意を引いた			〇	×	×
194	Who	ブラケット	True		〇	×	×
194	hasPredicate	引いた	False		〇	×	×
194	Obj	ホームズの注意	False	判別不能	〇	×	×
195	対象文	男だ、ワトソン、たちじゃなく。			×	×	無
195	Who		False		×	×	無
195	hasPredicate	男だ、ワトソン、たちじゃなく。	False		×	×	無
196	対象文	たった一人だが、きわめて手ごわい人物だ。			×	×	無
196	Who		False		×	×	無
196	hasPredicate	たった一人だが、きわめて手ごわい人物だ。	False		×	×	無
197	対象文	身長六フィート三インチ、リスのように機敏、手先が器用、最後に、驚くほど頭の回転が速い			×	×	×
197	Who	頭の回転	False		×	×	×
197	hasPredicate	身長六フィート三インチ、リスのように機敏、手先が器用、最後に、驚くほど頭の回転が速い	False		×	×	×
197	Obj	最後に、	False	判別不能	×	×	×
198	対象文	ホームズはブラケットから切断面まで3インチ届かなかった			〇	〇	△
198	Who	ホームズ	True		〇	〇	△
198	hasPredicate	届かなかった	True	hasProperty	〇	〇	△
198	Obj	ブラケット	False	判別不能	〇	〇	△
198	Obj	切断面	True	What	〇	〇	△
198	Obj	3インチ	False	判別不能	〇	〇	△
199	対象文	犯人はこの独創的な話全体をでっち上げた			〇	〇	×
199	Who	犯人	True		〇	〇	×
199	hasPredicate	でっち上げた	True	hasPredicate	〇	〇	×
199	Obj	この独創的な話全体	False	判別不能	〇	〇	×
200	対象文	ベルの紐に手がかりを残してしまった			×	〇	〇
200	Who		False		×	〇	〇
200	hasPredicate	残してしまった	True	hasProperty	×	〇	〇
200	Obj	ベルの紐	True	Where	×	〇	〇
200	Obj	手がかり	True	What	×	〇	〇
201	対象文	箇所Aは針金にくっついている			〇	〇	〇
201	Who	箇所A	True		〇	〇	〇
201	hasPredicate	くっついている	True	hasPredicate	〇	〇	〇
201	Obj	針金	True	Where	〇	〇	〇
202	対象文	ベルの紐の切れ目は針金にくっついている箇所ではなかった			〇	×	無
202	Who	ベルの紐の切れ目	True		〇	×	無
202	hasPredicate	針金にくっついている箇所ではなかった	False		〇	×	無
203	対象文	ベルの紐の切れ目は上から3インチのところでちぎられていた			〇	〇	×
203	Who	ベルの紐の切れ目	True		〇	〇	×
203	hasPredicate	ちぎられていた	True	hasPredicate	〇	〇	×
203	Obj	上	False	判別不能	〇	〇	×
203	Obj	3インチのところ	False	判別不能	〇	〇	×
204	対象文	犯人は紐を必要とした			〇	×	△
204	Who	犯人	True		〇	×	△
204	hasPredicate	した	False		〇	×	△
204	Obj	紐	True	What	〇	×	△
204	Obj	必要	False	判別不能	〇	×	△
205	対象文	こっちの端は、調べることができるが、ほつれている			×	×	無
205	Who		False		×	×	無
205	hasPredicate	こっちの端は、調べることができるが、ほつれている	False		×	×	無
206	対象文	犯人は実に狡猾な男でナイフでそうした			×	×	×
206	Who		False		×	×	×
206	hasPredicate	犯人は実に狡猾な男でナイフでそうした	False		×	×	×
206	Obj	ナイフ	False	判別不能	×	×	×
207	対象文	それを引きちぎることはしたくなかった			×	×	無
207	Who		False		×	×	無
207	hasPredicate	それを引きちぎることはしたくなかった	False		×	×	無
208	対象文	ベルが鳴れば急を知らせる恐れがある			×	×	無
208	Who	急を知らせる恐れ	False		×	×	無
208	hasPredicate	ベルが鳴れば急を知らせる恐れがある	False		×	×	無
209	対象文	犯人はマントルピースの上に飛び乗った			〇	〇	×
209	Who	犯人	True		〇	〇	×
209	hasPredicate	飛び乗った	True	hasPredicate	〇	〇	×
209	Obj	マントルピースの上	False	判別不能	〇	〇	×
210	対象文	紐には完全には届かなかった			×	×	×
210	Who		False		×	×	×
210	hasPredicate	完全には届かなかった	False		×	×	×
210	Obj	紐に	False	判別不能	×	×	×
211	対象文	犯人はブラケットにひざを乗せナイフを紐に充てた			〇	×	×
211	Who	犯人	True		〇	×	×
211	hasPredicate	ブラケットにひざを乗せナイフを紐に充てた	False		〇	×	×
211	Obj	ナイフ	False	判別不能	〇	×	×
211	Obj	紐	False	判別不能	〇	×	×
212	対象文	ほこりの中に痕跡が見える			〇	〇	〇
212	Who	痕跡	True		〇	〇	〇
212	hasPredicate	見える	True	hasPredicate	〇	〇	〇
212	Obj	ほこりの中	True	Where	〇	〇	〇
213	対象文	オークの椅子の座部の上に血の痕がある			〇	〇	〇
213	Who	血の痕	True		〇	〇	〇
213	hasPredicate	ある	True	hasPredicate	〇	〇	〇
213	Obj	オークの椅子の座部の上	True	Where	〇	〇	〇
214	対象文	レディー・ブラックンストールはサー・ユースタス・ブラックンストールの死んだ後で椅子につかされた			〇	〇	×
214	Who	レディー・ブラックンストール	True		〇	〇	×
214	hasPredicate	つかされた	True	hasPredicate	〇	〇	×
214	Obj	サー・ユースタス・ブラックンストールの死んだ後	False	判別不能	〇	〇	×
214	Obj	椅子	False	判別不能	〇	〇	×
215	対象文	テリーサは無口			〇	〇	無
215	Who	テリーサ	True		〇	〇	無
215	hasPredicate	無口	True	hasProperty	〇	〇	無
216	対象文	テリーサは疑り深い			〇	〇	無
216	Who	テリーサ	True		〇	〇	無
216	hasPredicate	疑り深い	True	hasProperty	〇	〇	無
217	対象文	テリーサは不愛想			〇	〇	無
217	Who	テリーサ	True		〇	〇	無
217	hasPredicate	不愛想	True	hasProperty	〇	〇	無
218	対象文	テリーサが打ち解けて愛想よくなるまでにしばらくかかった			×	×	無
218	Who		False		×	×	無
218	hasPredicate	テリーサが打ち解けて愛想よくなるまでにしばらくかかった	False		×	×	無
219	対象文	テリーサはサー・ユースタス・ブラックンストールに対する憎悪を隠さなかった			〇	〇	×
219	Who	テリーサ	True		〇	〇	×
219	hasPredicate	隠さなかった	True	hasPredicate	〇	〇	×
219	Obj	サー・ユースタス・ブラックンストールに対する憎悪	False	判別不能	〇	〇	×
220	対象文	テリーサはサー・ユースタス・ブラックンストールのレディー・ブラックンストールへの悪口を聞いた			〇	〇	×
220	Who	テリーサ	True		〇	〇	×
220	hasPredicate	聞いた	True	hasPredicate	〇	〇	×
220	Obj	サー・ユースタス・ブラックンストールのレディー・ブラックンストールへの悪口	False	判別不能	〇	〇	×
221	対象文	テリーサはレディー・ブラックンストールの兄弟がいればそんな口は聞けないだろうといった			×	×	無
221	Who		False		×	×	無
221	hasPredicate	テリーサはレディー・ブラックンストールの兄弟がいればそんな口は聞けないだろうといった	False		×	×	無
222	対象文	テリーサはサー・ユースタス・ブラックンストールにデカンターを投げつけられた			〇	〇	×
222	Who	テリーサ	True		〇	〇	×
222	hasPredicate	投げつけられた	True	hasPredicate	〇	〇	×
222	Obj	サー・ユースタス・ブラックンストール	False	判別不能	〇	〇	×
222	Obj	デカンター	False	判別不能	〇	〇	×
223	対象文	テリーサはレディー・ブラックンストールへのいじわるをあきらめるほかなかったら一ダースでも投げた			〇	×	×
223	Who	テリーサ	True		〇	×	×
223	hasPredicate	レディー・ブラックンストールへのいじわるをあきらめるほかなかったら一ダースでも投げた	False		〇	×	×
223	Obj	一ダースで	False	判別不能	〇	×	×
224	対象文	レディー・ブラックンストールは不平を言わなかった			〇	〇	〇
224	Who	レディー・ブラックンストール	True		〇	〇	〇
224	hasPredicate	言わなかった	True	hasPredicate	〇	〇	〇
224	Obj	不平	True	What	〇	〇	〇
225	対象文	レディー・ブラックンストールの腕の傷は帽子のピンで刺されたもの			〇	×	無
225	Who	レディー・ブラックンストールの腕の傷	True		〇	×	無
225	hasPredicate	帽子のピンで刺されたもの	False		〇	×	無
226	対象文	テリーサはサー・ユースタス・ブラックンストールのことを悪賢い悪魔と呼んだ			〇	〇	×
226	Who	テリーサ	True		〇	〇	×
226	hasPredicate	呼んだ	True	hasPredicate	〇	〇	×
226	Obj	サー・ユースタス・ブラックンストールのこと	False	判別不能	〇	〇	×
