ID	Property	原文	英訳	絶対時間	Type	RDF用コメント	修正コメント	修正作業		
135	情報源									
135	hasPredicate	思う	think					「思った」→「思う」		
135	Who	ホームズ	Holmes		Person					
135	What	136,137	136,138		Object					
136	対象文	ウィンディバンクは以下を不満だった	Windybank complained of							
136	情報源	ホームズの考え	Remark by Holmes					ホームズの考え		
136	hasProperty	不満だ	dissatisfied					「不満だった」→「不満だ」		#ORG:hasPredicate:I'm dissatisfied
136	Who	ウィンディバンク	Windybank		Person					
136	What	137	137		Object			IDに変更		
137	対象文	サザランドが舞踏会に出た	Sutherland went to a ball							
137	情報源	ホームズの考え	Remark by Holmes					ホームズの考え		
137	hasPredicate	出る	goOut					「出た」→「出る」		#ORG:hasPredicate:Go out
137	Who	サザランド	Sutherland		Person					
137	Where	舞踏会	Dance		Object		WhereかToかあいまいな気がする			
138	対象文	サザランドは以下を思った	Sutherland thought that							
138	情報源									
138	hasPredicate	思う	think					「思った」→「思う」		
138	Who	サザランド	Sutherland		Person					
138	What	139	139		Object					
139	対象文	ウィンディバンクは嬉しい	Windybank is happy							
139	情報源	サザランドの考え	Sutherland's thoughts					サザランドの考え		
139	hasPredicate	嬉しい	happy							
139	Who	ウィンディバンク	Windybank		Person					
140	対象文	サザランドは以下を言った	Sutherland said the following							
140	情報源									
140	hasPredicate	言う	say					「言った」→「言う」		
140	Who	サザランド	Sutherland		Person					
140	What	141	141		Object					
141	対象文	ウィンディバンクは笑った	Windybank laughed							
141	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
141	hasPredicate	笑う	laugh					「笑った」		
141	Who	ウィンディバンク	Windybank		Person					
142	対象文	ウィンディバンクは以下を言った	Windybank said							
142	情報源									
142	hasPredicate	言う	say					「言った」→「言う」		
142	Who	ウィンディバンク	Windybank		Person					
142	What	143	143		Object					
143	対象文	女は自由である	Woman is free							
143	情報源	ウィンディバンクの発言	Windybank's remarks					ウィンディバンクの発言		
143	hasProperty	自由である	free		#ORG:hasProperty:Free					
143	Who	女	woman		Object					
144	対象文	サザランドは以下を言った	Sutherland said the following							
144	情報源									
144	hasPredicate	言う	say					「言った」→「言う」		
144	Who	サザランド	Sutherland		Person					
144	What	145-152	145,146,1467,148,149,150,151,152		Object					
145	対象文	サザランドは舞踏会でホズマに出会った	Sutherland met Hozma at a ball							
145	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
145	hasPredicate	出会う	meet					「出会った」→「出会う」		
145	Who	サザランド	Sutherland		Person					
145	Where	舞踏会	dance		Object	MOD				
145	Whom	ホズマ	Hozma		Person		afterの意味が逆では？	Whom		
145	after	146	146				before 146?	追加した		
146	対象文	ホズマは舞踏会の翌日にサザランドの家を訪ねる	Hozma visits Sutherland's house the day after the ball					after		
146	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
146	hasPredicate	訪ねる	visit							
146	Who	ホズマ	Hozma		Person					
146	Where	サザランドの家	Sutherland House		Object					
146	When	舞踏会の翌日	day after dance			MOD	then 147?			
146	after	147	147				after 145?	追加した		
147	対象文	サザランドは舞踏会の後もホズマに会う	Sutherland meets Hozma after the ball					after		
147	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
147	hasPredicate	会う	meet							
147	Who	サザランド	Sutherland		Person					
147	When	舞踏会の後	after dance			MOD	「舞踏会」にdanceとballの表現が混在			
147	Whom	ホズマ	Hozma		Person			Whom		
147	after	149	149				削除			
148	対象文	サザランドはホズマと二度会っている	Sutherland has met Hozma twice							
148	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
148	hasPredicate	会っている	meeting							
148	Who	サザランド	Sutherland		Person					
148	Whom	ホズマ	Hozma		Person			Whom		
148	When	二度	twice				when?			
149	対象文	ウィンディバンクは家に戻った	Windybank returned home					after		
149	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
149	hasPredicate	戻る	return					「戻った」→「戻る」		#ORG:hasPredicate:Return
149	Who	ウィンディバンク	Windybank		Person		after 147?			
149	Where	家	House of Windybank		Object	MOD	Where?To?			
149	after	150	150				before 150?	追加した		
150	対象文	ホズマは家に来られない	Hozma can not come home					after		
150	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
150	hasPredicate	来られない	cannotCome		#ORG:hasPredicate:Can not come					
150	Who	ホズマ	Hozma		Person					
150	Where	家	House of Sutherland		Object	MOD	after 149?	ウィンディバンクの家？		
151	対象文	ウィンディバンクは以下が嫌いである	Windybank dislikes							
151	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
151	hasPredicate	嫌いである	notLike		#ORG:hasProperty:Dislike	MOD				
151	Who	ウィンディバンク	Windybank		Person					
151	What	152	152		Object			IDに変更		
152	対象文	客が家に入る	The customer enters the house							
152	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
152	hasPredicate	入る	enter							
152	Who	客	Customer		Object		家->サザランドの家?			
152	Where	家	House of Sutherland		Object	MOD	where?to?			
153	対象文	ウィンディバンクは以下を思った	Windybank thought that							
153	情報源									
153	hasPredicate	思う	think					「思った」→「思う」		
153	Who	ウィンディバンク	Windybank		Person					
153	What	154	154		Object					
154	対象文	家庭内で女性は幸せである	Women are happy at home							
154	情報源	ウィンディバンクの考え	Windybank's Thoughts					ウィンディバンクの考え		
154	hasProperty	幸せである	happy		#ORG:hasProperty:Happy					
154	Who	女性	Woman		Person					
154	Where	家庭	home		Object	MOD	where?			
155	対象文	サザランドは以下を言った	Sutherland said the following							
155	情報源									
155	hasPredicate	言う	say					「言った」→「言う」		
155	Who	サザランド	Sutherland		Person					
155	What	156-160	156,157,158,159,160		Object	156の内容を言ったはおかしい				
156	対象文	サザランドは母に言った	Sutherland told her mother							
156	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
156	hasPredicate	言う	say					「言った」→「言う」		
156	Who	サザランド	Sutherland		Person					
156	Whom	母	mother		Object			Whom		
157	対象文	女性は家庭が欲しい	Women want a home							
157	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
157	hasPredicate	欲しい	want		#ORG:hasPredicate:Want					
157	Who	女性	Woman		Person					
157	What	家庭	home		Object	意味合い的には家族？		What		
158	対象文	サザランドは家庭がない	Sutherland has no home							
158	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
158	hasProperty	ない	absent		#ORG:hasPredicate:Absent					
158	Who	サザランド	Sutherland		Person					
158	What	家庭	home		Object			What		
159	対象文	ウィンディバンクは一週間後にフランスへ行く	Windybank goes to France a week later							
159	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
159	hasPredicate	行く	go							
159	Who	ウィンディバンク	Windybank		Person					
159	Where	フランス	France		Place		where?to?			
159	When	一週間後	After a week							
160	対象文	ホズマは以下を言った	Hozma said the following							
160	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
160	hasPredicate	言う	say					「言った」→「言う」		
160	Who	ホズマ	Hozma		Person					
160	What	161	161		Object					
161	対象文	ホズマはウィンディバンクがいる間にサザランドと会わない	Hozma does not meet Sutherland while Windybank is							
161	情報源	ホズマの発言	Hozma's statement					ホズマの発言		
162	hasPredicate	会わない	notMeet					161と162混ざってる？		#ORG:hasPredicate:not meet
161	Who	ホズマ	Hozma		Person					
161	Whom	サザランド	Sutherland		Person			Whom		
162	When	ウィンディバンクがいる間	existence of Windybank			MOD				
163	対象文	サザランドは以下を言った	Sutherland said the following							
163	情報源									
163	hasPredicate	言う	say					「言った」→「言う」		
163	Who	サザランド	Sutherland		Person					
163	What	164-173	164,165,166,167,168,169,170,171,172,173		Object					
164	対象文	サザランドとホズマは毎日、手紙を書いた	Sutherland and Hozma wrote a letter every day							
164	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
164	hasPredicate	書く	write					「書いた」→「書く」		
164	Who	サザランド	Sutherland		Person					
164	Who	ホズマ	Hozma		Person					
164	What	手紙	letter		Object					
164	When	毎日	every day							
165	対象文	サザランドは手紙を朝受け取った	Sutherland received a letter in the morning							
165	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
165	hasPredicate	受け取る	receive					「受け取った」→「受け取る」		
165	Who	サザランド	Sutherland		Person					
165	What	手紙	letter		Object					
165	When	朝	Morning							
166	対象文	ウィンディバンクは手紙を知らない	Windybank does not know the letter							
166	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
166	hasPredicate	知らない	notKnow		#ORG:hasPredicate:Do not know					
166	Who	ウィンディバンク	Windybank		Person					
166	What	手紙	letter		Object					
167	対象文	サザランドは初散歩の時にホズマと婚約した	Sutherland was engaged to Hozma at the first walk							
167	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
167	hasPredicate	婚約する	getEngaged					「婚約した」→「婚約する」		#ORG:hasPredicate:Get engaged with
167	Who	サザランド	Sutherland		Person					
167	Whom	ホズマ	Hozma		Object		「と」は不要			
167	When	初散歩	First walk							
168	対象文	ホズマはレドンホール街の事務所の出納係である	Hozma is the teller of Redon Hall Street office							
168	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
168	hasProperty	レドンホール街の事務所の出納係である	teller of Redon Hall Street office			MOD	分割すべきでは？		#ORG:hasProperty:She is the teller of Redon Hall Street office	
168	Who	ホズマ	Hozma		Person					
169	対象文	サザランドはホズマの業種を知らない	Sutherland does not know the industry of Hozma							
169	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
169	hasPredicate	知らない	notKnow		#ORG:hasPredicate:NotKnow					
169	Who	サザランド	Sutherland		Person					
169	What	ホズマの業種	Industries of Hozma		Object	MOD				
170	対象文	ホズマはレドンホール街の事務所に住んでいる	Hozma lives in the office of Redon Hall Street							
170	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
170	hasPredicate	住んでいる	live							
170	Who	ホズマ	Hozma		Person					
170	Where	レドンホール街の事務所	Office of Redon Hall Street		Object	MOD				
171	対象文	サザランドは以下を知っている	Sutherland knows the following							
171	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
171	hasPredicate	知っている	know							
171	Who	サザランド	Sutherland		Person					
171	What	172,173	172,173		Object					
172	対象文	ホズマの住所はレドンホール街にある	Hozma's address is on Redon Hall Street							
172	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
172	hasPredicate	ある	exist		#ORG:hasPredicate:is there					
172	Who	ホズマの住所	Address of Hozma		Object	MOD				
172	Where	レドンホール街	Redon Hall Street		Place					
173	対象文	サザランドは手紙をレドンホール街郵便局へ送った	Sutherland sent a letter to Redon Hall Street Post Office							
173	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
173	hasPredicate	送る	send					「送った」→「送る」		
173	Who	サザランド	Sutherland		Person					
173	What	手紙	letter		Object					
173	To	レドンホール街郵便局	Post Office of Redon Hall Street		Object	MOD		To		
174	対象文	ホズマは以下を言った	Hozma said the following							
174	情報源									
174	hasPredicate	言う	say					「言った」→「言う」		
174	Who	ホズマ	Hozma		Person					
174	What	176-181	177,178,179,180,181		Object					
176	対象文	サザランドの手紙が事務所に届く	Sutherland's letter arrives at the office							
176	情報源	ホズマの発言	Hozma's statement					ホズマの発言		
176	hasPredicate	届く	reach							
176	Who	サザランドの手紙	letter of Sutherland		Object	MOD				
176	To	事務所	Office		Object	MOD	「に」は不要	To		
178	対象文	ホズマは同僚にからかわれる	Hozma is teased by colleagues							
178	情報源	ホズマの発言	Hozma's statement					ホズマの発言		
178	hasPredicate	からかわれる	beTeased		#ORG:hasPredicate:Teased					
178	Who	ホズマ	Hozma		Person					
178	Whom	同僚	Coworker		Object			Whom		
178	if	176	176					ifを追加		
179	対象文	ホズマはタイプ打ちの手紙を受け取りたくない	Hozma does not want to receive typing letters							
179	情報源	ホズマの発言	Hozma's statement					ホズマの発言		
179	hasPredicate	受け取りたくない	notWantToReceive		#ORG:hasPredicate:not want to receive					
179	Who	ホズマ	Hozma		Person					
179	What	タイプ打ちの手紙	letter of type		Object	MOD				
180	対象文	手書きの手紙はサザランドを感じる	Handwritten letter feels Sutherland				主語をホズマに，手紙からサザランドを感じる？			
180	情報源	ホズマの発言	Hozma's statement					ホズマの発言		
180	hasPredicate	感じる	feel							
180	What	手書きの手紙	Handwritten letter		Object					
180	Who	サザランド	Sutherland		Person					
181	対象文	タイプ打ちの手紙は機械を感じる	Typing letter feels machine			意味を表現できている？	主語をホズマに，手紙からサザランドを感じる？			
181	情報源	ホズマの発言	Hozma's statement					ホズマの発言		
181	hasPredicate	感じる	feel							
181	What	タイプ打ちの手紙	letter of type		Object	MOD				
181	What	機械	machine		Object					
182	対象文	サザランドは以下を言った	Sutherland said the following							
182	情報源									
182	hasPredicate	言う	say					「言った」→「言う」		
182	Who	サザランド	Sutherland		Person					
182	What	183,184	183,184		Object					
183	対象文	ホズマはサザランドを愛している	Hozma loves Sutherland							
183	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
183	hasPredicate	愛している	love		#ORG:hasPredicate:I love you					
183	Who	ホズマ	Hozma		Person					
183	Whom	サザランド	Sutherland		Person					
184	対象文	ホズマは気を配る	Hozma pays attention			意味を表現できている？				
184	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
184	hasPredicate	気を配る	payAttention		#ORG:hasPredicate:Pay attention					
184	Who	ホズマ	Hozma		Person					
185	対象文	ホームズは座右（以下）の銘を言った	Holmes said the inscription of Zayedomo (below)							
185	情報源									
185	hasPredicate	言う	say					「言った」→「言う」		
185	Who	ホームズ	Holmes		Person					
185	What	座右の銘	Inscription		Object	「座右の銘」と186が同じであると表現したい				
185	What	186	186		Object			IDに変更		
186	対象文	細事の大事は無限である	The importance of minor matters is infinite				細かいことが大事，くらいでは？			
186	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
186	hasProperty	無限である	infinite					hasPredicate ⇒ hasProperty		#ORG:hasProperty:Is infinite
186	What	細事の大事	Important of minor		Object	MOD	whoは変			
187	対象文	サザランドは以下を言った	Sutherland said the following							
187	情報源									
187	hasPredicate	言う	say					「言った」→「言う」		
187	Who	サザランド	Sutherland		Person					
187	What	188-201,204-209,212-236,239-248	188,189,190,191,192,193,194,195,196,197,198,199,200,201,204,205,206,207,208,209,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,239,240,241,242,243,244,245,246,247,248		Object		この書き方ありでしたっけ？			
188	対象文	ホズマは恥ずかしがり屋である	Hozma is shy							
189	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
189	hasProperty	恥ずかしがり屋である	shy					hasPredicate ⇒ hasProperty		#ORG:hasProperty:I am shy
189	Who	ホズマ	Hozma		Person					
192	対象文	ホズマは内気である	Hozma is shy							
192	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
192	hasProperty	内気である	shy		#ORG:hasProperty:IsShy					
192	Who	ホズマ	Hozma		Person					
193	対象文	ホズマは紳士らしい	Hozma is a gentleman							
193	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
193	hasProperty	紳士らしい	gentle			MOD	equalTo 紳士か，hasPropertyでgentle？		#ORG:hasPredicate:Gentlemanly	
193	Who	ホズマ	Hozma		Person					
194	対象文	ホズマの声が細い	Hozma's voice is thin							
194	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
194	hasPredicate	細い	thin							
194	What	ホズマの声	voice of Hozma		Object	MOD	whoは変			
195	対象文	ホズマは若いときに扁桃炎を患った	Hozma suffered tonsillitis when he was young							
195	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
195	hasPredicate	患う	sufferFrom					「患った」→「患う」		#ORG:hasPredicate:Suffer from
195	Who	ホズマ	Hozma		Person					
195	When	若い	young							
195	What	扁桃炎	Tonsillitis		Object					
196	then	197	197					thenを挿入		
197	対象文	ホズマは弱い喉を持つ	Hozma has a weak throat							
197	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
197	hasPredicate	持つ	have		#ORG:hasPredicate:Have					
197	Who	ホズマ	Hozma		Person					
197	What	弱い喉	Weak throat		Object					
198	対象文	ホズマはささやくように話す	Hozma speaks whisperly							
198	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
198	hasPredicate	話す	speak							
198	Who	ホズマ	Hozma		Person					
198	How	ささやくように	whisper			MOD		How		
199	対象文	ホズマの身だしなみはよい	The appearance of Hozma is good							
199	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
199	hasProperty	よい	good		#ORG:hasPredicate:Good					
199	What	ホズマの身だしなみ	appearance of Hozma		Object	MOD	whoは変			
200	対象文	ホズマの目は悪い	Hozma's eyes are bad							
200	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
200	hasPredicate	悪い	bad							
200	What	ホズマの目	Eyes of hozma		Object	MOD	whoは変			
201	対象文	ホズマは色眼鏡を持つ	Hozma has colored glasses							
201	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
201	hasPredicate	持つ	have		#ORG:hasPredicate:Have					
201	Who	ホズマ	Hozma		Person					
201	What	色眼鏡	Color glasses		Object					
202	対象文	ホズマは以下を言った	Hozma said the following							
202	情報源									
202	hasPredicate	言う	say					「言った」→「言う」		
202	Who	ホズマ	Hozma		Person					
202	What	203	203		Object					
203	対象文	ホズマはサザランドの父の帰国前にサザランドと結婚したい	Hozma wants to marry Sutherland before his father's return home				二文に分ける？			
203	情報源	ホズマの考え	Hozma's thoughts					ホズマの考え		
203	hasPredicate	結婚したい	wantToGetMarried		#ORG:hasPredicate:Want to get married					
203	Who	ホズマ	Hozma		Person					
203	When	サザランドの父の帰国前	Before return of father of Sutherland			MOD				
203	Whom	サザランド	Sutherland		Object		「と」は不要			
204	対象文	ホズマは熱心だった	Hozma was keen							
204	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
204	hasProperty	熱心だ	enthusiastic					「熱心だった」→「熱心だ」		#ORG:hasProperty:I am enthusiastic
204	Who	ホズマ	Hozma		Person					
205	対象文	ホズマはサザランドに聖書を持たせた	Hozma gave the Bible to Sutherland							
205	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
205	hasPredicate	持たせる	hold					「持たせた」→「持たせる」		#ORG:hasPredicate:Hold
205	Who	ホズマ	Hozma		Person					
205	Whom	サザランド	Sutherland		Person			Whom		
205	What	聖書	Bible		Object					
206	対象文	ホズマは以下をサザランドに誓わせた	Hozma has made Sutherland vow:				二文に分けては？			
206	情報源	サザランドの発言	Remark by Sutherland				ホズマはサザランドに以下を強制する	サザランドの発言		
206	hasPredicate	誓わせる	swear				サザランドが以下を誓う	「誓わせた」→「誓わせる」		#ORG:hasPredicate:Swear
206	Who	ホズマ	Hozma		Person					
206	What	以下	Less than		Object		「以下」を具体的に示すべき			
206	Whom	サザランド	Sutherland		Person			Whom		
207	対象文	サザランドはホズマを信じる	Sutherland believes in Hozma							
207	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
207	hasPredicate	信じる	believe							
207	Who	サザランド	Sutherland		Person					
207	What	ホズマ	Hozma		Person					
208	対象文	サザランドの母は上記に賛成だった	mother of Sutherland agreed with the above							
208	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
208	hasPredicate	賛成だ	agree					「賛成だった」→「賛成だ」		#ORG:hasPredicate:I agree
208	Who	サザランドの母	mother of Sutherland		Person	MOD	人物名チェック			
208	Whom	207	207		Object			Whom		
209	対象文	サザランドの母はホズマをサザランドより愛していた	mother of Sutherland loved Hozma more than Sutherland							
209	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
209	hasPredicate	愛している	love					「愛していた」→「愛している」		#ORG:hasPredicate:I love you
209	Who	サザランドの母	mother of Sutherland		Person	MOD	人物名チェック			
209	Whom	ホズマ	Hozma		Person					
209	How	サザランド	more than Sutherland		Object		「より」で比較を判断するのは....			
210	対象文	ホズマは以下を言った	Hozma said the following							
210	情報源									
210	hasPredicate	言う	say					「言った」→「言う」		
210	Who	ホズマ	Hozma		Person					
210	What	211	211		Object					
211	対象文	ホズマは今週、サザランドと結婚する	Hozma will marry Sutherland this week							
211	情報源	ホズマの発言	Hozma's statement					ホズマの発言		
211	hasPredicate	結婚する	getMarried		#ORG:hasPredicate:Get married					
211	Who	ホズマ	Hozma		Person					
211	Whom	サザランドと	Sutherland		Object					
211	When	今週	this week							
211	after	215	215					追加した		
212	対象文	サザランドはウィンディバンクを心配した	Sutherland worried about Windybank							
212	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
212	hasPredicate	心配する	worry					「心配した」→「心配する」		
212	Who	サザランド	Sutherland		Person					
212	What	ウィンディバンク	Windybank		Person					
213	対象文	サザランドの母とホズマは以下を言った	mother of Sutherland and Hozma said							
213	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
213	hasPredicate	言う	say					「言った」→「言う」		
213	Who	サザランドの母	mother of Sutherland		Person	MOD	人物名チェック			
213	Who	ホズマ	Hozma		Person					
213	What	以下	Less than		Object					
214	対象文	サザランドはウィンディバンクを心配しない	Sutherland Worries About Windybank							
214	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
214	hasPredicate	心配しない	notWorry		#ORG:hasPredicate:do not worry					
214	Who	サザランド	Sutherland		Person					
214	What	ウィンディバンク	Windybank		Person					
215	対象文	サザランドの母はウィンディバンクに対応する	mother of Sutherland corresponds to Windybank					after		
215	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
215	hasPredicate	対応する	correspond						#ORG:hasPredicate:Correspond	
215	Who	サザランドの母	mother of Sutherland		Person	MOD	人物名チェック			
215	Whom	ウィンディバンク	Windybank		Person			Whom		
216	対象文	サザランドは結婚式前にウィンディバンクに報告したい	Sutherland wants to report to Windybank before the wedding							
216	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
216	hasPredicate	報告したい	wantToReport		#ORG:hasPredicate:I want to report					
216	Who	サザランド	Sutherland		Person					
216	When	結婚式前	Before the wedding							
216	What	ウィンディバンクに	To Windybank		Object		「に」は不要			
217	対象文	ウィンディバンクはボルドーの会社のフランス事務所で働いている	Windybank works at the French office of the Bordeaux company							
217	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
217	hasPredicate	働いている	working		#ORG:hasPredicate:is working					
217	Who	ウィンディバンク	Windybank		Person					
217	Where	ボルドーの会社のフランス事務所	France office of company of Bordeaux		Object	MOD				
218	対象文	サザランドはウィンディバンクに手紙を送った	Sutherland sent a letter to Windybank							
218	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
218	hasPredicate	送る	send					「送った」→「送る」		
218	Who	サザランド	Sutherland		Person					
218	To	ウィンディバンク	Windybank		Person			To		
218	What	手紙	letter		Object					
219	対象文	手紙は結婚式当日の朝にサザランドに戻ってきた	The letter came back to Sutherland on the morning of the wedding day							
219	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
219	hasPredicate	戻ってくる	comeBack					「戻ってきた」→「戻ってくる」		#ORG:hasPredicate:Come back
219	What	手紙	letter		Object		whoは変			
219	To	サザランド	Sutherland		Person			To		
219	When	結婚式当日の朝	Morning of wedding day			MOD	after 218?			
220	対象文	手紙はウィンディバンクに届かなかった	The letter did not reach Windybank							
220	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
220	hasPredicate	届かない	notReach					「届かなかった」→「届かない」		#ORG:hasPredicate:Not reach
220	What	手紙	letter		Object		whoは変			
220	To	ウィンディバンクに	Windybank		Object	MOD	「に」は不要，object->person			
221	対象文	ウィンディバンクは手紙が着く直前にイングランドへ発った	Windybank left for England just before the letter arrived							
221	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
221	hasPredicate	着く	reach		#ORG:hasPredicate:Reach					
221	Who	ウィンディバンク	Windybank		Person					
221	When	手紙が着く直前	Just before the letter arrives				after 218, before 219?			
222	To	イングランド	England		Place			To		
223	対象文	結婚式は金曜日に行う	Wedding will be on friday							
223	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
223	hasPredicate	行う	do		#ORG:hasPredicate:Do					
223	What	結婚式	wedding		Object		whoは変			
223	When	金曜日	Friday	1891-08-28						
224	対象文	結婚式は聖セントセイヴィア教会で行う	Weddings will take place at St. Savior Church							
224	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
224	hasPredicate	行う	do		#ORG:hasPredicate:Do					
224	Who	結婚式	wedding		Object		whoは変			
224	Where	聖セントセイヴィア教会	Saint St. Savior Church		Object					
224	then	226	226					既にthenがあるのでafterは追加せず		
226	対象文	サザランドとホズマは聖セントパンクラス・ホテルで朝食を食べる	Sutherland and Hozma eat breakfast at Saint St Pancras Hotel							
226	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
226	hasPredicate	食べる	eat							
226	Who	サザランド	Sutherland		Person					
226	Who	ホズマ	Hozma		Person					
226	What	朝食	breakfast		Object					
226	Where	聖セントパンクラス・ホテル	Saint St Pancras Hotel		Place					
227	対象文	先週の金曜日、ホズマはハンソム馬車で来た	Last Friday							
227	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
227	hasPredicate	来る	come					「来た」→「来る」		
227	Who	ホズマ	Hozma		Person					
227	How	ハンソム馬車	hansom carriage				「で」は不要，Byでは？	How		
227	When	先週金曜日	Last Friday	1891-08-28				以降、しばらく先週金曜日の話		
228	対象文	ホズマはサザランドとサザランドの母をハンソム馬車に乗せた	Hozma put mother of Sutherland and Sutherland&#39;s mother on a Hansom carriage							
228	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
228	hasPredicate	乗せる	putOn					「乗せた」→「乗せる」		#ORG:hasPredicate:Put on
228	Who	ホズマ	Hozma		Person					
228	What	サザランド	Sutherland		Person					
228	What	サザランドの母	mother of Sutherland		Person	MOD				
228	Where	ハンソム馬車	hansom carriage		Object	MOD	where?	Where		
229	対象文	ホズマは辻馬車に乗った	Hozma got on a carriage							
229	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
229	hasPredicate	乗る	getOn					「乗った」→「乗る」		#ORG:hasPredicate:get on
229	Who	ホズマ	Hozma		Person					
229	Where	辻馬車	hansom carriage		Object	MOD	where?	Where		
230	対象文	通りには他の馬車はいなかった	There were no other carriages in the street							
230	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
230	hasPredicate	いない	notExist					「いなかった」→「いない」		#ORG:hasPredicate:Not in
230	Who	他の馬車	Other carriages		Object	何に対して「他」なのかわからない	whoは変			
230	Where	通り	Street		Object					
231	対象文	サザランドとサザランドの母はホズマより先に教会に着いた	Sutherland and mother of Sutherland arrived at the church before Hozma				2文に分けて，beforeで連結？			
231	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
231	hasPredicate	着く	reach					「着いた」→「着く」		#ORG:hasPredicate:Reach
231	Who	サザランド	Sutherland		Person					
231	Who	サザランドの母	mother of Sutherland		Person	MOD				
231	When	ホズマより先	Before Hozma			MOD				
231	Where	教会	Church		Object					
232	対象文	ホズマは辻馬車にいなかった	Hozma wasn't in a cart							
232	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
232	hasPredicate	いない	notExist					「いなかった」→「いない」		#ORG:hasPredicate:Not in
232	Who	ホズマ	Hozma		Person					
232	Where	辻馬車	hansom carriage		Object	MOD	where?	Where		
233	対象文	辻馬車の御者が辻馬車の下を覗いた	A chariot wandered under the chariot							
233	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
233	hasPredicate	覗く	lookIn					「覗いた」→「覗く」		#ORG:hasPredicate:look in
233	Who	辻馬車の御者	The Horseman		Object					
233	Where	辻馬車の下	Under the marsoon		Object					
234	対象文	辻馬車の下には誰もいなかった	There was no one under the cart							
234	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
234	hasPredicate	いない	notExist					「いなかった」→「いない」		#ORG:hasPredicate:Not in
234	Who	誰も	nobody		Object					
234	Where	辻馬車の下	Under the marsoon		Object			Where		
235	対象文	御者はホズマの居場所が分からない	He does not know where Hozma is				Under？			
